word,lemma,is_loanword,donor_language,donor_family,source_word,semantic_domain,confidence
аркада,аркада,1,French,Indo-European/Romance,,,0.88
арманьяк,арманьяк,1,French,Indo-European/Romance,,,0.88
арондисман,арондисман,1,French,Indo-European/Romance,,,0.88
артериальный,артериальный,1,French,Indo-European/Romance,,,0.88
артикль,артикль,1,French,Indo-European/Romance,,,0.88
артиллерия,артиллерия,1,French,Indo-European/Romance,,,0.88
артист,артист,1,French,Indo-European/Romance,,,0.88
артистичный,артистичный,1,French,Indo-European/Romance,,,0.88
архаический,архаический,1,French,Indo-European/Romance,,,0.88
арьергард,арьергард,1,French,Indo-European/Romance,,,0.88
ас,ас,1,French,Indo-European/Romance,,,0.88
аспирант,аспирант,1,French,Indo-European/Romance,,,0.88
ассамблея,ассамблея,1,French,Indo-European/Romance,,,0.88
ассортимент,ассортимент,1,French,Indo-European/Romance,,,0.88
ассоциация,ассоциация,1,French,Indo-European/Romance,,,0.88
астения,астения,1,French,Indo-European/Romance,,,0.88
асфальт,асфальт,1,French,Indo-European/Romance,,,0.88
атака,атака,1,French,Indo-European/Romance,,,0.88
атанда,атанда,1,French,Indo-European/Romance,,,0.88
ателье,ателье,1,French,Indo-European/Romance,,,0.88
атеросклероз,атеросклероз,1,French,Indo-European/Romance,,,0.88
-атор,-атор,1,French,Indo-European/Romance,,,0.88
атташе,атташе,1,French,Indo-European/Romance,,,0.88
аттестовать,аттестовать,1,French,Indo-European/Romance,,,0.88
аттитюд,аттитюд,1,French,Indo-European/Romance,,,0.88
аудитория,аудитория,1,French,Indo-European/Romance,,,0.88
афера,афера,1,French,Indo-European/Romance,,,0.88
аферист,аферист,1,French,Indo-European/Romance,,,0.88
аш,аш,1,French,Indo-European/Romance,,,0.88
аэрограмма,аэрограмма,1,French,Indo-European/Romance,,,0.88
аэродром,аэродром,1,French,Indo-European/Romance,,,0.88
багаж,багаж,1,French,Indo-European/Romance,,,0.88
багет,багет,1,French,Indo-European/Romance,,,0.88
базальный,базальный,1,French,Indo-European/Romance,,,0.88
байка,байка,1,French,Indo-European/Romance,,,0.88
бак,бак,1,French,Indo-European/Romance,,,0.88
бал,бал,1,French,Indo-European/Romance,,,0.88
баланс,баланс,1,French,Indo-European/Romance,,,0.88
балет-феерия,балет-феерия,1,French,Indo-European/Romance,,,0.88
балл,балл,1,French,Indo-European/Romance,,,0.88
баллада,баллада,1,French,Indo-European/Romance,,,0.88
баллон,баллон,1,French,Indo-European/Romance,,,0.88
баллотировать,баллотировать,1,French,Indo-European/Romance,,,0.88
балюстрада,балюстрада,1,French,Indo-European/Romance,,,0.88
бамбук,бамбук,1,French,Indo-European/Romance,,,0.88
банальный,банальный,1,French,Indo-European/Romance,,,0.88
банан,банан,1,French,Indo-European/Romance,,,0.88
банда,банда,1,French,Indo-European/Romance,,,0.88
бандаж,бандаж,1,French,Indo-European/Romance,,,0.88
бандероль,бандероль,1,French,Indo-European/Romance,,,0.88
банкет,банкет,1,French,Indo-European/Romance,,,0.88
барак,барак,1,French,Indo-European/Romance,,,0.88
барельеф,барельеф,1,French,Indo-European/Romance,,,0.88
баржа,баржа,1,French,Indo-European/Romance,,,0.88
барон,барон,1,French,Indo-European/Romance,,,0.88
барражирование,барражирование,1,French,Indo-European/Romance,,,0.88
баррес,баррес,1,French,Indo-European/Romance,,,0.88
баррикада,баррикада,1,French,Indo-European/Romance,,,0.88
барьер,барьер,1,French,Indo-European/Romance,,,0.88
бассейн,бассейн,1,French,Indo-European/Romance,,,0.88
бастион,бастион,1,French,Indo-European/Romance,,,0.88
баталия,баталия,1,French,Indo-European/Romance,,,0.88
батарея,батарея,1,French,Indo-European/Romance,,,0.88
батист,батист,1,French,Indo-European/Romance,,,0.88
батисфера,батисфера,1,French,Indo-European/Romance,,,0.88
батон,батон,1,French,Indo-European/Romance,,,0.88
батут,батут,1,French,Indo-European/Romance,,,0.88
беж,беж,1,French,Indo-European/Romance,,,0.88
бездействие,бездействие,1,French,Indo-European/Romance,,,0.88
безе,безе,1,French,Indo-European/Romance,,,0.88
безнравственный,безнравственный,1,French,Indo-European/Romance,,,0.88
безукоризненный,безукоризненный,1,French,Indo-European/Romance,,,0.88
безупречный,безупречный,1,French,Indo-European/Romance,,,0.88
бекар,бекар,1,French,Indo-European/Romance,,,0.88
бекас,бекас,1,French,Indo-European/Romance,,,0.88
бельэтаж,бельэтаж,1,French,Indo-European/Romance,,,0.88
бемоль,бемоль,1,French,Indo-European/Romance,,,0.88
бенефис,бенефис,1,French,Indo-European/Romance,,,0.88
бенефициар,бенефициар,1,French,Indo-European/Romance,,,0.88
бенуа,бенуа,1,French,Indo-European/Romance,,,0.88
бесполый,бесполый,1,French,Indo-European/Romance,,,0.88
бесформенный,бесформенный,1,French,Indo-European/Romance,,,0.88
бетон,бетон,1,French,Indo-European/Romance,,,0.88
бефстроганов,бефстроганов,1,French,Indo-European/Romance,,,0.88
бивак,бивак,1,French,Indo-European/Romance,,,0.88
бивуак,бивуак,1,French,Indo-European/Romance,,,0.88
бигуди,бигуди,1,French,Indo-European/Romance,,,0.88
биде,биде,1,French,Indo-European/Romance,,,0.88
бидон,бидон,1,French,Indo-European/Romance,,,0.88
бизон,бизон,1,French,Indo-European/Romance,,,0.88
билет,билет,1,French,Indo-European/Romance,,,0.88
бильярд,бильярд,1,French,Indo-European/Romance,,,0.88
бинокль,бинокль,1,French,Indo-European/Romance,,,0.88
бисквит,бисквит,1,French,Indo-European/Romance,,,0.88
бистро,бистро,1,French,Indo-European/Romance,,,0.88
блиндаж,блиндаж,1,French,Indo-European/Romance,,,0.88
блокнот,блокнот,1,French,Indo-European/Romance,,,0.88
боа,боа,1,French,Indo-European/Romance,,,0.88
бобина,бобина,1,French,Indo-European/Romance,,,0.88
бокаж,бокаж,1,French,Indo-European/Romance,,,0.88
бокал,бокал,1,French,Indo-European/Romance,,,0.88
боксит,боксит,1,French,Indo-European/Romance,,,0.88
болид,болид,1,French,Indo-European/Romance,,,0.88
болонка,болонка,1,French,Indo-European/Romance,,,0.88
бомонд,бомонд,1,French,Indo-European/Romance,,,0.88
бонбоньерка,бонбоньерка,1,French,Indo-European/Romance,,,0.88
бонистика,бонистика,1,French,Indo-European/Romance,,,0.88
бонмо,бонмо,1,French,Indo-European/Romance,,,0.88
бордель,бордель,1,French,Indo-European/Romance,,,0.88
бордо,бордо,1,French,Indo-European/Romance,,,0.88
бордюр,бордюр,1,French,Indo-European/Romance,,,0.88
боскет,боскет,1,French,Indo-European/Romance,,,0.88
бра,бра,1,French,Indo-European/Romance,,,0.88
бравада,бравада,1,French,Indo-European/Romance,,,0.88
бравый,бравый,1,French,Indo-European/Romance,,,0.88
браконьер,браконьер,1,French,Indo-European/Romance,,,0.88
брелок,брелок,1,French,Indo-European/Romance,,,0.88
брест,брест,1,French,Indo-European/Romance,,,0.88
бретань,бретань,1,French,Indo-European/Romance,,,0.88
бретёр,бретёр,1,French,Indo-European/Romance,,,0.88
брешь,брешь,1,French,Indo-European/Romance,,,0.88
бри,бри,1,French,Indo-European/Romance,,,0.88
бризантный,бризантный,1,French,Indo-European/Romance,,,0.88
брикет,брикет,1,French,Indo-European/Romance,,,0.88
брошь,брошь,1,French,Indo-European/Romance,,,0.88
брошюра,брошюра,1,French,Indo-European/Romance,,,0.88
брюнет,брюнет,1,French,Indo-European/Romance,,,0.88
брюссель,брюссель,1,French,Indo-European/Romance,,,0.88
будировать,будировать,1,French,Indo-European/Romance,,,0.88
будуар,будуар,1,French,Indo-European/Romance,,,0.88
буквальный,буквальный,1,French,Indo-European/Romance,,,0.88
букет,букет,1,French,Indo-European/Romance,,,0.88
букинист,букинист,1,French,Indo-European/Romance,,,0.88
букля,букля,1,French,Indo-European/Romance,,,0.88
бурбон,бурбон,1,French,Indo-European/Romance,,,0.88
буржуа,буржуа,1,French,Indo-European/Romance,,,0.88
буржуазия,буржуазия,1,French,Indo-European/Romance,,,0.88
буржуазный,буржуазный,1,French,Indo-European/Romance,,,0.88
буржуй,буржуй,1,French,Indo-European/Romance,,,0.88
буриме,буриме,1,French,Indo-European/Romance,,,0.88
бурре,бурра,1,French,Indo-European/Romance,,,0.88
буссоль,буссоль,1,French,Indo-European/Romance,,,0.88
бутик,бутик,1,French,Indo-European/Romance,,,0.88
бутон,бутон,1,French,Indo-European/Romance,,,0.88
бутылка,бутылка,1,French,Indo-European/Romance,,,0.88
бутыль,бутыль,1,French,Indo-European/Romance,,,0.88
бцж,бцж,1,French,Indo-European/Romance,,,0.88
бювар,бювар,1,French,Indo-European/Romance,,,0.88
бюллетень,бюллетень,1,French,Indo-European/Romance,,,0.88
бюро,бюро,1,French,Indo-European/Romance,,,0.88
бюрократ,бюрократ,1,French,Indo-European/Romance,,,0.88
бюрократия,бюрократия,1,French,Indo-European/Romance,,,0.88
бюст,бюст,1,French,Indo-European/Romance,,,0.88
ва-банк,ва-банк,1,French,Indo-European/Romance,,,0.88
ваза,ваза,1,French,Indo-European/Romance,,,0.88
вакансия,вакансия,1,French,Indo-European/Romance,,,0.88
вакантный,вакантный,1,French,Indo-European/Romance,,,0.88
вакцинировать,вакцинировать,1,French,Indo-European/Romance,,,0.88
валет,валет,1,French,Indo-European/Romance,,,0.88
валидол,валидол,1,French,Indo-European/Romance,,,0.88
вальс,вальс,1,French,Indo-European/Romance,,,0.88
вампир,вампир,1,French,Indo-European/Romance,,,0.88
вандализм,вандализм,1,French,Indo-European/Romance,,,0.88
вантуз,вантуз,1,French,Indo-European/Romance,,,0.88
варан,варан,1,French,Indo-European/Romance,,,0.88
вариант,вариант,1,French,Indo-European/Romance,,,0.88
варьете,варьете,1,French,Indo-European/Romance,,,0.88
абазия,абазия,1,German,Indo-European/Germanic,,,0.88
абвер,абвер,1,German,Indo-European/Germanic,,,0.88
абзетцер,абзетцер,1,German,Indo-European/Germanic,,,0.88
абитуриент,абитуриент,1,German,Indo-European/Germanic,,,0.88
аблаут,аблаут,1,German,Indo-European/Germanic,,,0.88
абонент,абонент,1,German,Indo-European/Germanic,,,0.88
абортцанг,абортцанга,1,German,Indo-European/Germanic,,,0.88
абрис,абрис,1,German,Indo-European/Germanic,,,0.88
авиаматка,авиаматка,1,German,Indo-European/Germanic,,,0.88
авто,авто,1,German,Indo-European/Germanic,,,0.88
автобан,автобан,1,German,Indo-European/Germanic,,,0.88
автозавод,автозавод,1,German,Indo-European/Germanic,,,0.88
автопарк,автопарк,1,German,Indo-European/Germanic,,,0.88
автопокрышка,автопокрышка,1,German,Indo-European/Germanic,,,0.88
авторитет,авторитет,1,German,Indo-European/Germanic,,,0.88
адвокат,адвокат,1,German,Indo-European/Germanic,,,0.88
администратор,администратор,1,German,Indo-European/Germanic,,,0.88
адресат,адресат,1,German,Indo-European/Germanic,,,0.88
азотосодержащий,азотосодержать,1,German,Indo-European/Germanic,,,0.88
